#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CXCR4	TAS2R40	1859216	1859132	9606.ENSP00000386884	9606.ENSP00000386210	0	0	0	0	0	0	0.900	0	0.900
TNRC6B	MAPK14	1860314	1843222	9606.ENSP00000401946	9606.ENSP00000229794	0	0	0	0	0	0	0.900	0	0.900
ADRA2B	HCAR2	1859258	1857878	9606.ENSP00000387281	9606.ENSP00000375066	0	0	0	0	0	0	0.900	0	0.900
S1PR2	TAS2R43	1863970	1861884	9606.ENSP00000466933	9606.ENSP00000431719	0	0	0	0	0	0	0.900	0	0.900
TAS2R40	CCR4	1859132	1851498	9606.ENSP00000386210	9606.ENSP00000332659	0	0	0	0	0	0	0.900	0	0.900
CCR3	CNR2	1862185	1856124	9606.ENSP00000441600	9606.ENSP00000363596	0	0	0	0	0	0	0.900	0	0.900
TAS2R43	OXER1	1861884	1856912	9606.ENSP00000431719	9606.ENSP00000367930	0	0	0	0	0	0	0.900	0	0.900
TNRC6A	CDKN2B	1858333	1846519	9606.ENSP00000379144	9606.ENSP00000276925	0	0	0	0	0	0	0.900	0	0.900
RGS4	CXCR4	1859995	1859216	9606.ENSP00000397181	9606.ENSP00000386884	0	0	0	0	0	0	0.900	0	0.900
CXCL2	NMS	1861702	1856567	9606.ENSP00000427279	9606.ENSP00000366061	0	0	0	0	0	0	0.900	0	0.900
RGS14	ADRA2C	1859140	1859088	9606.ENSP00000386229	9606.ENSP00000386069	0	0	0	0	0	0	0.900	0	0.900
RGS6	GRM2	1862736	1858262	9606.ENSP00000451030	9606.ENSP00000378492	0	0	0	0	0	0	0.900	0	0.900
CXCL2	HCAR2	1861702	1857878	9606.ENSP00000427279	9606.ENSP00000375066	0	0	0	0	0	0	0.900	0	0.900
MTRNR2L2	RGS14	1864056	1859140	9606.ENSP00000468991	9606.ENSP00000386229	0	0	0	0	0	0	0.900	0	0.900
CTDSP2	SMAD3	1858567	1851536	9606.ENSP00000381148	9606.ENSP00000332973	0	0	0	0	0	0	0.900	0	0.900
TAS2R40	LPAR2	1859132	1858966	9606.ENSP00000386210	9606.ENSP00000384665	0	0	0	0	0	0	0.900	0	0.900
CXCR4	GPR55	1859216	1857975	9606.ENSP00000386884	9606.ENSP00000375893	0	0	0	0.676	0	0	0.900	0	0.900
NMS	GRM4	1856567	1856056	9606.ENSP00000366061	9606.ENSP00000363296	0	0	0	0	0	0	0.900	0	0.900
OXER1	GNB1	1856912	1856899	9606.ENSP00000367930	9606.ENSP00000367869	0	0	0	0	0	0	0.900	0	0.900
GNB1	CCR4	1856899	1851498	9606.ENSP00000367869	9606.ENSP00000332659	0	0	0	0	0	0	0.900	0	0.900
MTRNR2L2	GNAT3	1864056	1858594	9606.ENSP00000468991	9606.ENSP00000381339	0	0	0	0	0	0	0.900	0	0.900
TAS2R43	CXCR3	1861884	1855969	9606.ENSP00000431719	9606.ENSP00000362795	0	0	0	0	0	0	0.900	0	0.900
TAS2R1	CCR4	1857537	1851498	9606.ENSP00000371932	9606.ENSP00000332659	0	0	0	0	0	0	0.900	0	0.900
TAS2R41	GNB1	1859127	1856899	9606.ENSP00000386201	9606.ENSP00000367869	0	0	0	0	0	0	0.900	0	0.900
TNRC6B	CBX6	1860314	1858948	9606.ENSP00000401946	9606.ENSP00000384490	0	0	0	0	0	0	0.900	0	0.900
HCAR3	CCL25	1862042	1857886	9606.ENSP00000436714	9606.ENSP00000375086	0	0	0	0	0	0	0.900	0	0.900
RGS14	LPAR3	1859140	1855308	9606.ENSP00000386229	9606.ENSP00000359643	0	0	0	0	0	0	0.900	0	0.900
CXCL1	GRM4	1858329	1856056	9606.ENSP00000379110	9606.ENSP00000363296	0	0	0	0	0	0	0.900	0	0.900
NMS	LPAR3	1856567	1855308	9606.ENSP00000366061	9606.ENSP00000359643	0	0	0	0	0	0	0.900	0	0.900
WWTR1	RNF111	1854042	1847116	9606.ENSP00000353847	9606.ENSP00000288199	0	0	0	0	0	0	0.900	0	0.900
HCAR3	ADRA2C	1862042	1859088	9606.ENSP00000436714	9606.ENSP00000386069	0	0	0	0	0	0	0.900	0	0.900
P2RY4	CXCR3	1856135	1855969	9606.ENSP00000363643	9606.ENSP00000362795	0	0	0	0.748	0	0	0.900	0	0.900
TAS2R39	GRM2	1860507	1858262	9606.ENSP00000405095	9606.ENSP00000378492	0	0	0	0	0	0	0.900	0	0.900
GRM2	GNB1	1858262	1856899	9606.ENSP00000378492	9606.ENSP00000367869	0	0	0	0	0	0	0.900	0	0.900
MTRNR2L2	P2RY4	1864056	1856135	9606.ENSP00000468991	9606.ENSP00000363643	0	0	0	0	0	0	0.900	0	0.900
RGS14	HTR1B	1859140	1855143	9606.ENSP00000386229	9606.ENSP00000358963	0	0	0	0	0	0	0.900	0	0.900
HCAR3	GNB1	1862042	1856899	9606.ENSP00000436714	9606.ENSP00000367869	0	0	0	0	0	0	0.900	0	0.900
LPAR3	PIK3CA	1855308	1845446	9606.ENSP00000359643	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0	0.900
ADCY5	LPAR2	1861410	1858966	9606.ENSP00000419361	9606.ENSP00000384665	0	0	0	0	0	0	0.900	0	0.900
TNRC6B	MAPK11	1860314	1851615	9606.ENSP00000401946	9606.ENSP00000333685	0	0	0	0	0	0	0.900	0	0.900
CXCL2	DRD3	1861702	1857726	9606.ENSP00000427279	9606.ENSP00000373169	0	0	0	0	0	0	0.900	0	0.900
ADRA2C	HCAR2	1859088	1857878	9606.ENSP00000386069	9606.ENSP00000375066	0	0	0	0	0	0	0.900	0	0.900
CCR3	OXER1	1862185	1856912	9606.ENSP00000441600	9606.ENSP00000367930	0	0	0	0.634	0	0	0.900	0	0.900
TAS2R39	GPR55	1860507	1857975	9606.ENSP00000405095	9606.ENSP00000375893	0	0	0	0	0	0	0.900	0	0.900
HCAR3	HTR1B	1862042	1855143	9606.ENSP00000436714	9606.ENSP00000358963	0	0	0	0	0	0	0.900	0	0.900
S1PR2	TAS2R41	1863970	1859127	9606.ENSP00000466933	9606.ENSP00000386201	0	0	0	0	0	0	0.900	0	0.900
P2RY4	GNAI3	1856135	1855121	9606.ENSP00000363643	9606.ENSP00000358867	0	0	0	0	0	0	0.900	0	0.900
CHRM4	TAS2R40	1860789	1859132	9606.ENSP00000409378	9606.ENSP00000386210	0	0	0	0	0	0	0.900	0	0.900
RGS6	CCR4	1862736	1851498	9606.ENSP00000451030	9606.ENSP00000332659	0	0	0	0	0	0	0.900	0	0.900
MTRNR2L2	CXCL2	1864056	1861702	9606.ENSP00000468991	9606.ENSP00000427279	0	0	0	0	0	0	0.900	0	0.900
HDAC1	NUP214	1855935	1853838	9606.ENSP00000362649	9606.ENSP00000352400	0	0	0	0	0	0	0.900	0	0.900
OXER1	NMS	1856912	1856567	9606.ENSP00000367930	9606.ENSP00000366061	0	0	0	0	0	0	0.900	0	0.900
CNR2	LPAR3	1856124	1855308	9606.ENSP00000363596	9606.ENSP00000359643	0	0	0	0.681	0	0	0.900	0	0.900
CHRM4	CCR10	1860789	1851480	9606.ENSP00000409378	9606.ENSP00000332504	0	0	0	0.632	0	0	0.900	0	0.900
TAS2R1	CCR10	1857537	1851480	9606.ENSP00000371932	9606.ENSP00000332504	0	0	0	0	0	0	0.900	0	0.900
RGS14	HCAR2	1859140	1857878	9606.ENSP00000386229	9606.ENSP00000375066	0	0	0	0	0	0	0.900	0	0.900
ADCY5	LPAR3	1861410	1855308	9606.ENSP00000419361	9606.ENSP00000359643	0	0	0	0	0	0	0.900	0	0.900
TAS2R43	CASR	1861884	1861464	9606.ENSP00000431719	9606.ENSP00000420194	0	0	0	0	0	0	0.900	0	0.900
GPR55	HCAR2	1857975	1857878	9606.ENSP00000375893	9606.ENSP00000375066	0	0	0	0.647	0	0	0.900	0	0.900
CXCL2	TAS2R39	1861702	1860507	9606.ENSP00000427279	9606.ENSP00000405095	0	0	0	0	0	0	0.900	0	0.900
TAS2R39	GNAI3	1860507	1855121	9606.ENSP00000405095	9606.ENSP00000358867	0	0	0	0	0	0	0.900	0	0.900
TNRC6B	CDK4	1860314	1844551	9606.ENSP00000401946	9606.ENSP00000257904	0	0	0	0	0	0	0.900	0	0.900
TAS2R41	LPAR2	1859127	1858966	9606.ENSP00000386201	9606.ENSP00000384665	0	0	0	0	0	0	0.900	0	0.900
MTRNR2L2	CASR	1864056	1861464	9606.ENSP00000468991	9606.ENSP00000420194	0	0	0	0	0	0	0.900	0	0.900
RGS4	CCL25	1859995	1857886	9606.ENSP00000397181	9606.ENSP00000375086	0	0	0	0	0	0	0.900	0	0.900
TAS2R40	GNAI3	1859132	1855121	9606.ENSP00000386210	9606.ENSP00000358867	0	0	0	0	0	0	0.900	0	0.900
TAS2R41	CCR4	1859127	1851498	9606.ENSP00000386201	9606.ENSP00000332659	0	0	0	0	0	0	0.900	0	0.900
ADCY5	CXCR3	1861410	1855969	9606.ENSP00000419361	9606.ENSP00000362795	0	0	0	0	0	0	0.900	0	0.900
CXCL1	GRM2	1858329	1858262	9606.ENSP00000379110	9606.ENSP00000378492	0	0	0	0	0	0	0.900	0	0.900
TAS2R43	P2RY4	1861884	1856135	9606.ENSP00000431719	9606.ENSP00000363643	0	0	0	0	0	0	0.900	0	0.900
CXCL1	GNAI3	1858329	1855121	9606.ENSP00000379110	9606.ENSP00000358867	0	0	0	0	0	0	0.900	0	0.900
TAS2R1	LPAR3	1857537	1855308	9606.ENSP00000371932	9606.ENSP00000359643	0	0	0	0	0	0	0.900	0	0.900
CCR3	RGS4	1862185	1859995	9606.ENSP00000441600	9606.ENSP00000397181	0	0	0	0	0	0	0.900	0	0.900
TAS2R40	CCL25	1859132	1857886	9606.ENSP00000386210	9606.ENSP00000375086	0	0	0	0	0	0	0.900	0	0.900
PHC3	EIF2C3	1861472	1855848	9606.ENSP00000420294	9606.ENSP00000362287	0	0	0	0	0	0	0.900	0	0.900
ADRA2B	CXCL12	1859258	1858332	9606.ENSP00000387281	9606.ENSP00000379140	0	0	0	0	0	0	0.900	0	0.900
CCR3	HCAR2	1862185	1857878	9606.ENSP00000441600	9606.ENSP00000375066	0	0	0	0.680	0	0	0.900	0	0.900
CXCL2	TAS2R40	1861702	1859132	9606.ENSP00000427279	9606.ENSP00000386210	0	0	0	0	0	0	0.900	0	0.900
LPAR2	DRD3	1858966	1857726	9606.ENSP00000384665	9606.ENSP00000373169	0	0	0	0	0	0	0.900	0	0.900
HTR1B	CCR4	1855143	1851498	9606.ENSP00000358963	9606.ENSP00000332659	0	0	0	0	0	0	0.900	0	0.900
HCAR3	GNAI3	1862042	1855121	9606.ENSP00000436714	9606.ENSP00000358867	0	0	0	0	0	0	0.900	0	0.900
MTRNR2L2	CNR2	1864056	1856124	9606.ENSP00000468991	9606.ENSP00000363596	0	0	0	0	0	0	0.900	0	0.900
S1PR2	CXCL2	1863970	1861702	9606.ENSP00000466933	9606.ENSP00000427279	0	0	0	0	0	0	0.900	0	0.900
TAS2R41	CXCL1	1859127	1858329	9606.ENSP00000386201	9606.ENSP00000379110	0	0	0	0	0	0	0.900	0	0.900
TAS2R40	CNR2	1859132	1856124	9606.ENSP00000386210	9606.ENSP00000363596	0	0	0	0	0	0	0.900	0	0.900
ADRA2B	LPAR3	1859258	1855308	9606.ENSP00000387281	9606.ENSP00000359643	0	0	0	0.645	0	0	0.900	0	0.900
CCR3	LPAR3	1862185	1855308	9606.ENSP00000441600	9606.ENSP00000359643	0	0	0	0	0	0	0.900	0	0.900
CXCL2	CASR	1861702	1861464	9606.ENSP00000427279	9606.ENSP00000420194	0	0	0	0	0	0	0.900	0	0.900
LPAR2	NMS	1858966	1856567	9606.ENSP00000384665	9606.ENSP00000366061	0	0	0	0	0	0	0.900	0	0.900
TNRC6B	ETS1	1860314	1858032	9606.ENSP00000401946	9606.ENSP00000376436	0	0	0	0	0	0	0.900	0	0.900
S1PR2	HTR1B	1863970	1855143	9606.ENSP00000466933	9606.ENSP00000358963	0	0	0	0.628	0	0	0.900	0	0.900
SAP18	SKI	1857541	1856887	9606.ENSP00000371973	9606.ENSP00000367797	0	0	0	0	0	0	0.900	0	0.900
RGS14	CCR4	1859140	1851498	9606.ENSP00000386229	9606.ENSP00000332659	0	0	0	0	0	0	0.900	0	0.900
GRM4	CXCR3	1856056	1855969	9606.ENSP00000363296	9606.ENSP00000362795	0	0	0	0	0	0	0.900	0	0.900
UBA52	HIF1A	1859324	1852062	9606.ENSP00000388107	9606.ENSP00000338018	0	0	0	0	0	0	0.900	0	0.900
WWTR1	TGIF1	1854042	1850975	9606.ENSP00000353847	9606.ENSP00000327959	0	0	0	0	0	0	0.900	0	0.900
ARRB1	UBA52	1860799	1859324	9606.ENSP00000409581	9606.ENSP00000388107	0	0	0	0	0	0	0.900	0	0.900
MTRNR2L2	HCAR2	1864056	1857878	9606.ENSP00000468991	9606.ENSP00000375066	0	0	0	0	0	0	0.900	0	0.900
RBBP7	MAX	1857150	1853721	9606.ENSP00000369424	9606.ENSP00000351490	0	0	0	0	0	0	0.900	0	0.900
UBA52	CDKN1B	1859324	1843169	9606.ENSP00000388107	9606.ENSP00000228872	0	0	0	0	0	0	0.900	0	0.900
S1PR2	HCAR2	1863970	1857878	9606.ENSP00000466933	9606.ENSP00000375066	0	0	0	0	0	0	0.900	0	0.900
CCR3	TAS2R41	1862185	1859127	9606.ENSP00000441600	9606.ENSP00000386201	0	0	0	0	0	0	0.900	0	0.900
CXCL2	GNB1	1861702	1856899	9606.ENSP00000427279	9606.ENSP00000367869	0	0	0	0	0	0	0.900	0	0.900
GNAT3	CXCR3	1858594	1855969	9606.ENSP00000381339	9606.ENSP00000362795	0	0	0	0	0	0	0.900	0	0.900
CXCL2	RGS14	1861702	1859140	9606.ENSP00000427279	9606.ENSP00000386229	0	0	0	0	0	0	0.900	0	0.900
TAS2R43	CXCL1	1861884	1858329	9606.ENSP00000431719	9606.ENSP00000379110	0	0	0	0	0	0	0.900	0	0.900
TAS2R40	HCAR2	1859132	1857878	9606.ENSP00000386210	9606.ENSP00000375066	0	0	0	0	0	0	0.900	0	0.900
P2RY4	LPAR3	1856135	1855308	9606.ENSP00000363643	9606.ENSP00000359643	0	0	0	0	0	0	0.900	0	0.900
RGS14	TAS2R1	1859140	1857537	9606.ENSP00000386229	9606.ENSP00000371932	0	0	0	0	0	0	0.900	0	0.900
CXCR4	LPAR3	1859216	1855308	9606.ENSP00000386884	9606.ENSP00000359643	0	0	0	0	0	0	0.900	0	0.900
CASR	TAS2R41	1861464	1859127	9606.ENSP00000420194	9606.ENSP00000386201	0	0	0	0	0	0	0.900	0	0.900
RGS4	TAS2R40	1859995	1859132	9606.ENSP00000397181	9606.ENSP00000386210	0	0	0	0	0	0	0.900	0	0.900
CHRM4	P2RY4	1860789	1856135	9606.ENSP00000409378	9606.ENSP00000363643	0	0	0	0	0	0	0.900	0	0.900
ADRA2C	LPAR3	1859088	1855308	9606.ENSP00000386069	9606.ENSP00000359643	0	0	0	0	0	0	0.900	0	0.900
TAS2R1	GRM4	1857537	1856056	9606.ENSP00000371932	9606.ENSP00000363296	0	0	0	0	0	0	0.900	0	0.900
CXCL12	P2RY4	1858332	1856135	9606.ENSP00000379140	9606.ENSP00000363643	0	0	0	0	0	0	0.900	0	0.900
TAS2R43	LPAR2	1861884	1858966	9606.ENSP00000431719	9606.ENSP00000384665	0	0	0	0	0	0	0.900	0	0.900
S1PR2	ADRA2C	1863970	1859088	9606.ENSP00000466933	9606.ENSP00000386069	0	0	0	0	0	0	0.900	0	0.900
CBX6	EIF2C3	1858948	1855848	9606.ENSP00000384490	9606.ENSP00000362287	0	0	0	0	0	0	0.900	0	0.900
EIF2C3	E2F1	1855848	1852951	9606.ENSP00000362287	9606.ENSP00000345571	0	0	0	0	0	0	0.900	0	0.900
ZBTB17	SP1	1856370	1851138	9606.ENSP00000364895	9606.ENSP00000329357	0	0	0	0.616	0	0	0.900	0	0.900
LPAR2	PIK3CA	1858966	1845446	9606.ENSP00000384665	9606.ENSP00000263967	0	0	0	0	0	0	0.900	0	0.900
RGS4	HCAR2	1859995	1857878	9606.ENSP00000397181	9606.ENSP00000375066	0	0	0	0	0	0	0.900	0	0.900
GPR55	CCR10	1857975	1851480	9606.ENSP00000375893	9606.ENSP00000332504	0	0	0	0.660	0	0	0.900	0	0.900
STRAP	CTNNB1	1859630	1852818	9606.ENSP00000392270	9606.ENSP00000344456	0	0	0	0	0	0	0.900	0	0.900
CXCL2	RGS4	1861702	1859995	9606.ENSP00000427279	9606.ENSP00000397181	0	0	0	0	0	0	0.900	0	0.900
ADRA2B	TAS2R1	1859258	1857537	9606.ENSP00000387281	9606.ENSP00000371932	0	0	0	0	0	0	0.900	0	0.900
UBA52	CEBPB	1859324	1848728	9606.ENSP00000388107	9606.ENSP00000305422	0	0	0	0	0	0	0.900	0	0.900
TNRC6B	RNF2	1860314	1854609	9606.ENSP00000401946	9606.ENSP00000356480	0	0	0	0	0	0	0.900	0	0.900
RPS27A	AXIN1	1846244	1845118	9606.ENSP00000272317	9606.ENSP00000262320	0	0	0	0	0	0	0.900	0	0.900
CASR	CXCL1	1861464	1858329	9606.ENSP00000420194	9606.ENSP00000379110	0	0	0	0	0	0	0.900	0	0.900
CHRM4	CXCL12	1860789	1858332	9606.ENSP00000409378	9606.ENSP00000379140	0	0	0	0	0	0	0.900	0	0.900
SKI	UBE2D1	1856887	1856011	9606.ENSP00000367797	9606.ENSP00000363019	0	0	0	0	0	0	0.900	0	0.900
GRM4	CCR10	1856056	1851480	9606.ENSP00000363296	9606.ENSP00000332504	0	0	0	0	0	0	0.900	0	0.900
CBX6	EIF2C4	1858948	1855854	9606.ENSP00000384490	9606.ENSP00000362306	0	0	0	0	0	0	0.900	0	0.900
CCR3	ADRA2B	1862185	1859258	9606.ENSP00000441600	9606.ENSP00000387281	0	0	0	0	0	0	0.900	0	0.900
ADRA2B	CCL25	1859258	1857886	9606.ENSP00000387281	9606.ENSP00000375086	0	0	0	0	0	0	0.900	0	0.900
CXCL12	GPR55	1858332	1857975	9606.ENSP00000379140	9606.ENSP00000375893	0	0	0	0	0	0	0.900	0	0.900
CHRM4	NMS	1860789	1856567	9606.ENSP00000409378	9606.ENSP00000366061	0	0	0	0	0	0	0.900	0	0.900
GNB1	HTR1B	1856899	1855143	9606.ENSP00000367869	9606.ENSP00000358963	0	0	0	0	0	0	0.900	0	0.900
TAS2R41	HTR1B	1859127	1855143	9606.ENSP00000386201	9606.ENSP00000358963	0	0	0	0	0	0	0.900	0	0.900
CCR3	ADCY5	1862185	1861410	9606.ENSP00000441600	9606.ENSP00000419361	0	0	0	0	0	0	0.900	0	0.900
UBC	EP300	1852861	1845316	9606.ENSP00000344818	9606.ENSP00000263253	0	0	0	0	0	0.900	0	0	0.900
TAS2R41	GRM2	1859127	1858262	9606.ENSP00000386201	9606.ENSP00000378492	0	0	0	0	0	0	0.900	0	0.900
HCAR3	TAS2R43	1862042	1861884	9606.ENSP00000436714	9606.ENSP00000431719	0	0	0	0	0	0	0.900	0	0.900
MTRNR2L2	CCL25	1864056	1857886	9606.ENSP00000468991	9606.ENSP00000375086	0	0	0	0	0	0	0.900	0	0.900
LPAR3	CCR10	1855308	1851480	9606.ENSP00000359643	9606.ENSP00000332504	0	0	0	0	0	0	0.900	0	0.900
OXER1	CCR10	1856912	1851480	9606.ENSP00000367930	9606.ENSP00000332504	0	0	0	0	0	0	0.900	0	0.900
TAS2R40	CXCL12	1859132	1858332	9606.ENSP00000386210	9606.ENSP00000379140	0	0	0	0	0	0	0.900	0	0.900
HCAR3	TAS2R41	1862042	1859127	9606.ENSP00000436714	9606.ENSP00000386201	0	0	0	0	0	0	0.900	0	0.900
RGS4	NMS	1859995	1856567	9606.ENSP00000397181	9606.ENSP00000366061	0	0	0	0	0	0	0.900	0	0.900
HCAR2	LPAR3	1857878	1855308	9606.ENSP00000375066	9606.ENSP00000359643	0	0	0	0	0	0	0.900	0	0.900
MTRNR2L2	HCAR3	1864056	1862042	9606.ENSP00000468991	9606.ENSP00000436714	0	0	0	0	0	0	0.900	0	0.900
NCOR2	MED15	1858893	1845304	9606.ENSP00000384018	9606.ENSP00000263205	0	0	0	0	0	0	0.900	0	0.900
NMS	CNR2	1856567	1856124	9606.ENSP00000366061	9606.ENSP00000363596	0	0	0	0	0	0	0.900	0	0.900
CXCL1	NMS	1858329	1856567	9606.ENSP00000379110	9606.ENSP00000366061	0	0	0	0	0	0	0.900	0	0.900
OXER1	GNAI3	1856912	1855121	9606.ENSP00000367930	9606.ENSP00000358867	0	0	0	0	0	0	0.900	0	0.900
CCR3	EDN1	1862185	1857019	9606.ENSP00000441600	9606.ENSP00000368683	0	0	0	0	0	0	0.900	0	0.900
CCND3	MED15	1855798	1845304	9606.ENSP00000362082	9606.ENSP00000263205	0	0	0	0	0	0	0.900	0	0.900
TAS2R40	CXCL1	1859132	1858329	9606.ENSP00000386210	9606.ENSP00000379110	0	0	0	0	0	0	0.900	0	0.900
TAS2R1	CNR2	1857537	1856124	9606.ENSP00000371932	9606.ENSP00000363596	0	0	0	0	0	0	0.900	0	0.900
ADCY5	HCAR2	1861410	1857878	9606.ENSP00000419361	9606.ENSP00000375066	0	0	0	0	0	0	0.900	0	0.900
GRM2	NMS	1858262	1856567	9606.ENSP00000378492	9606.ENSP00000366061	0	0	0	0	0	0	0.900	0	0.900
S1PR2	NMS	1863970	1856567	9606.ENSP00000466933	9606.ENSP00000366061	0	0	0	0	0	0	0.900	0	0.900
HCAR3	CNR2	1862042	1856124	9606.ENSP00000436714	9606.ENSP00000363596	0	0	0	0	0	0	0.900	0	0.900
MTRNR2L2	CCR3	1864056	1862185	9606.ENSP00000468991	9606.ENSP00000441600	0	0	0	0	0	0	0.900	0	0.900
TNRC6B	TFDP1	1860314	1856285	9606.ENSP00000401946	9606.ENSP00000364519	0	0	0	0	0	0	0.900	0	0.900
GNAT3	OXER1	1858594	1856912	9606.ENSP00000381339	9606.ENSP00000367930	0	0	0	0	0	0	0.900	0	0.900
LPAR2	GNB1	1858966	1856899	9606.ENSP00000384665	9606.ENSP00000367869	0	0	0	0	0	0	0.900	0	0.900
CXCL1	TAS2R1	1858329	1857537	9606.ENSP00000379110	9606.ENSP00000371932	0	0	0	0	0	0	0.900	0	0.900
RGS6	NMS	1862736	1856567	9606.ENSP00000451030	9606.ENSP00000366061	0	0	0	0	0	0	0.900	0	0.900
UBA52	SKI	1859324	1856887	9606.ENSP00000388107	9606.ENSP00000367797	0	0	0	0	0	0	0.900	0	0.900
MAX	SNAI1	1853721	1843697	9606.ENSP00000351490	9606.ENSP00000244050	0	0	0	0	0	0	0.900	0	0.900
GNAT3	HCAR2	1858594	1857878	9606.ENSP00000381339	9606.ENSP00000375066	0	0	0	0	0	0	0.900	0	0.900
CXCL2	GPR55	1861702	1857975	9606.ENSP00000427279	9606.ENSP00000375893	0	0	0	0	0	0	0.900	0	0.900
CXCR3	GNAI3	1855969	1855121	9606.ENSP00000362795	9606.ENSP00000358867	0	0	0	0	0	0	0.900	0	0.900
ADRA2B	CXCL1	1859258	1858329	9606.ENSP00000387281	9606.ENSP00000379110	0	0	0	0	0	0	0.900	0	0.900
CDKN2A	TNRC6A	1859838	1858333	9606.ENSP00000394932	9606.ENSP00000379144	0	0	0	0	0	0	0.900	0	0.900
ADCY5	P2RY4	1861410	1856135	9606.ENSP00000419361	9606.ENSP00000363643	0	0	0	0	0	0	0.900	0	0.900
CBX6	EIF2C1	1858948	1855852	9606.ENSP00000384490	9606.ENSP00000362300	0	0	0	0	0	0	0.900	0	0.900
S1PR2	CXCL1	1863970	1858329	9606.ENSP00000466933	9606.ENSP00000379110	0	0	0	0	0	0	0.900	0	0.900
CASR	TAS2R39	1861464	1860507	9606.ENSP00000420194	9606.ENSP00000405095	0	0	0	0	0	0	0.900	0	0.900
CXCR3	HTR1B	1855969	1855143	9606.ENSP00000362795	9606.ENSP00000358963	0	0	0	0.623	0	0	0.900	0	0.900
TAS2R1	OXER1	1857537	1856912	9606.ENSP00000371932	9606.ENSP00000367930	0	0	0	0	0	0	0.900	0	0.900
RGS14	P2RY4	1859140	1856135	9606.ENSP00000386229	9606.ENSP00000363643	0	0	0	0	0	0	0.900	0	0.900
OPRM1	OXER1	1859815	1856912	9606.ENSP00000394624	9606.ENSP00000367930	0	0	0	0.649	0	0	0.900	0	0.900
TNRC6A	RNF2	1858333	1854609	9606.ENSP00000379144	9606.ENSP00000356480	0	0	0	0	0	0	0.900	0	0.900
MTRNR2L2	CXCL1	1864056	1858329	9606.ENSP00000468991	9606.ENSP00000379110	0	0	0	0	0	0	0.900	0	0.900
TAS2R39	OPRM1	1860507	1859815	9606.ENSP00000405095	9606.ENSP00000394624	0	0	0	0	0	0	0.900	0	0.900
DRD3	CXCR3	1857726	1855969	9606.ENSP00000373169	9606.ENSP00000362795	0	0	0	0	0	0	0.900	0	0.900
HCAR3	CCR4	1862042	1851498	9606.ENSP00000436714	9606.ENSP00000332659	0	0	0	0.697	0	0	0.900	0	0.900
MTRNR2L2	OPRM1	1864056	1859815	9606.ENSP00000468991	9606.ENSP00000394624	0	0	0	0	0	0	0.900	0	0.900
HCAR2	GNB1	1857878	1856899	9606.ENSP00000375066	9606.ENSP00000367869	0	0	0	0	0	0	0.900	0	0.900
EIF2C3	ETS2	1855848	1853968	9606.ENSP00000362287	9606.ENSP00000353344	0	0	0	0	0	0	0.900	0	0.900
OPRM1	CCR4	1859815	1851498	9606.ENSP00000394624	9606.ENSP00000332659	0	0	0	0.759	0	0	0.900	0	0.900
STRAP	NEDD4L	1859630	1858810	9606.ENSP00000392270	9606.ENSP00000383199	0	0	0	0	0	0	0.900	0	0.900
EIF2C4	SP1	1855854	1851138	9606.ENSP00000362306	9606.ENSP00000329357	0	0	0	0	0	0	0.900	0	0.900
TAS2R40	CXCR3	1859132	1855969	9606.ENSP00000386210	9606.ENSP00000362795	0	0	0	0	0	0	0.900	0	0.900
CXCL2	OPRM1	1861702	1859815	9606.ENSP00000427279	9606.ENSP00000394624	0	0	0	0	0	0	0.900	0	0.900
DRD3	OXER1	1857726	1856912	9606.ENSP00000373169	9606.ENSP00000367930	0	0	0	0	0	0	0.900	0	0.900
GNAT3	GPR55	1858594	1857975	9606.ENSP00000381339	9606.ENSP00000375893	0	0	0	0	0	0	0.900	0	0.900
DRD3	NMS	1857726	1856567	9606.ENSP00000373169	9606.ENSP00000366061	0	0	0	0	0	0	0.900	0	0.900
MTRNR2L2	GPR55	1864056	1857975	9606.ENSP00000468991	9606.ENSP00000375893	0	0	0	0	0	0	0.900	0	0.900
GNB1	CCR10	1856899	1851480	9606.ENSP00000367869	9606.ENSP00000332504	0	0	0	0	0	0	0.900	0	0.900
CXCL2	P2RY4	1861702	1856135	9606.ENSP00000427279	9606.ENSP00000363643	0	0	0	0	0	0	0.900	0	0.900
CXCL2	ADRA2B	1861702	1859258	9606.ENSP00000427279	9606.ENSP00000387281	0	0	0	0	0	0	0.900	0	0.900
IRF7	NR3C1	1851145	1843294	9606.ENSP00000329411	9606.ENSP00000231509	0	0	0	0	0	0	0.900	0	0.900
S1PR2	CCR10	1863970	1851480	9606.ENSP00000466933	9606.ENSP00000332504	0	0	0	0	0	0	0.900	0	0.900
TAS2R40	GNB1	1859132	1856899	9606.ENSP00000386210	9606.ENSP00000367869	0	0	0	0	0	0	0.900	0	0.900
TAS2R39	ADRA2B	1860507	1859258	9606.ENSP00000405095	9606.ENSP00000387281	0	0	0	0	0	0	0.900	0	0.900
